id,name,isdone,spotifyid
762201,Kendrick Lamar,True,2YZyLoL8N0Wb9xBt1NhZWg
422058,Beyoncé,True,6vWDO969PvNqNYHIOW5v0m
240486,Chris Brown,True,7bXgB6jMjp9ATFy66eO08Z
800841,Future,True,1RyvyyTE3xzB2ZywiAwp0i
754656,One Direction,True,4AK6F7OLvEQ5QYCBNiQWHq
100154,Sia,True,5WUlDfRSoLAfcVSX1WnrxN
624088,Nicki Minaj,True,0hCNtLu0JehylgoiP8L4Gh
531923,Lady Gaga,True,1HY2Jd0NmPuamShAr6KMms
1197096,Halsey,True,26VFTg2z8YR0cCuwLzESi2
527517,Selena Gomez,True,0C8ZW7ezQVs4URX5aX7Kqx
650607,J. Cole,True,6l3HvQ5sa6mXTsMTB19rO5
1486832,Anuel AA,True,2R21vXR83lH98kGeO99Y66
303,The Beatles,True,3WrFJ7ztbogyGnTHbHJFl2
839065,twenty one pilots,True,3YQKmKGau1PzlVlkL1iodx
1053251,Maluma,True,1r4hJ1h58CWwUQe3MxPuau
1084840,Kygo,True,23fqKkggKUBHNkbKtXEls4
807928,Marshmello,True,64KEffDW9EtZ1y2vBYgq8T
610590,Avicii,True,1vCWHaC5f2uS3yhpwWbIA6
11330,Linkin Park,True,6XyY86QOPPrYVGvF9ch6wz
1241266,Lil Uzi Vert,True,4O15NlyKLIASxsJ0PrXPfz
315753,Katy Perry,True,6jJ0s89eD6GaHleKKya26X
939035,Camila Cabello,True,4nDoRrQiYLoBzwC5BhVJzF
497084,Adele,True,4dpARuHxo51G3z768sgnrY
828613,Lana Del Rey,True,00FQb4jTyendYWaN8pK0wa
641496,Jason Derulo,True,07YZf4WDAMNwqr4jfgOZ8y
813933,Farruko,True,329e4yvIujISKGKz1BZZbO
527516,Demi Lovato,True,6S2OmqARrzebs0tKUEyXyp
12389,Red Hot Chili Peppers,True,0L8ExT028jH3ddEcZwqJJ5
148108,Nicky Jam,True,1SupJlEpv7RS2tPNRaHViT
1332,Shakira,True,0EmeFodog0BfCgMzAIvKQp
255826,Arctic Monkeys,True,7Ln80lUS6He07XvHI8qqHH
997729,Martin Garrix,True,60d24wfXkVzDSfLS6hyCjZ
867864,G‐Eazy,True,02kJSzxNuaWGqwubyUba0Z
623730,Major Lazer,True,738wLrAtLtCtFOLvQBXOXp
243617,Panic! at the Disco,True,20JZFwl6HVl6yg8a4H3ZqK
359330,Miley Cyrus,True,5YGY8feqx7naU7z4HrwZM6
410667,OneRepublic,True,5Pwc4xIPtQLFEnJriah9YJ
519,Michael Jackson,True,3fMbdgg4jU18AjLCKBhRSm
137803,Pitbull,True,0TnOYISbd1XYRBk9myaseg
656090,Ellie Goulding,True,0X2BH1fck6amBIoJhDVmmJ
1342385,Cardi B,True,4kYSro6naA4h99UJvo89HB
1080570,Charlie Puth,True,6VuMaDnrHyPL1p4EHjYLi7
754692,Harry Styles,True,6KImCVD70vtIoJWnq6nGn3
1290934,Sebastián Yatra,True,07YUOmWljBTXwIseAUd9TW
463597,Wiz Khalifa,True,137W8MRPWKqSmrBGDBFSop
1738027,Rauw Alejandro,True,1mcTU81TzQhprhouKaTkpq
57186,Lil Wayne,True,55Aa2cqylxrFIXC767Z865
1493482,KAROL G,True,790FomKkXshlbRYZFtlgla
1513023,DaBaby,True,4r63FhuTkUYltbVAg5TQnk
942935,Logic,True,4xRYI6VqpkE3UwrDrAZL8L
112461,Fall Out Boy,True,4UXqAaa6dQYAk18Lv7PEgX
1026090,Migos,True,6oMuImdp5ZcFhWP0ESe6mG
998368,Young Thug,True,50co4Is1HCEo8bhOyUWKpn
153653,Diplo,True,5fMUXHkw8R8eOP2RNVYEZX
531656,Tyga,True,5LHRHt1k9lMyONurDHEdrp
1277206,21 Savage,True,1URnnhqYAYcrqrcwql10ft
1313031,Alan Walker,True,7vk5e3vY1uw9plTHJAMwjN
33563,John Mayer,True,0hEurMDQu99nJRq8pTxO14
1557563,Sech,True,77ziqFxp5gaInVrF2lj4ht
93,Metallica,True,2ye2Wgw4gimLv2eAKyk1NB
1554753,Lil Baby,True,5f7VJjfbwm532GiveGC0ZK
309011,Macklemore,True,3JhNCzhSMTxs9WLGJJxWOY
754693,ZAYN,True,5ZsFI1h6hIdQRw2ti0hz81
9751,P!nk,True,1KCSPY1glIKqW2TotWuXOR
923140,DJ Snake,True,540vIaP2JwjQb9dm3aArA4
768034,Zedd,True,2qxJFvFYMEDqd7ui6kSAcq
1358998,Lauv,True,5JZ7CnR6gTvEMKX4g70Amv
765110,Mac Miller,True,4LLpKhyESsyAXpc4laK94U
933991,James Arthur,True,4IWBUUAFIplrNtaOHcJPRM
838181,Little Mix,True,3e7awlrlDSwF3iM0WBjGMp
1852738,Pop Smoke,True,0eDvMgVFoNV3TpwtrVCoTj
1352,ACDC,True,711MCceyCBcFnzjGY4Q7Un
1372423,Lil Peep,True,2kCcBybjl3SAtIcwdWpUe3
1669618,Myke Towers,True,7iK8PXO48WeuP03g8YR51W
1088096,Robin Schulz,True,3t5xRXzsuZmMDkQzgOX35S
981199,5 Seconds of Summer,True,5Rl15oVamLq7FbSb0NNBNy
838288,A$AP Rocky,True,13ubrt8QOOCPljQ2FL1Kca
1287085,Kodak Black,True,46SHBwWsqBkxI7EeeBEQG7
1404376,A Boogie Wit da Hoodie,True,31W5EY0aAly4Qieq6OFu6I
1180526,Doja Cat,True,5cj0lLjcoR7YOSnhnX0Po5
1489322,Trippie Redd,True,6Xgp2XMz1fhVYe7i6yNAax
55795,Justin Timberlake,True,31TPClRtHm23RisEBtV3X7
518244,NF,True,6fOMl44jA4Sp5b9PpYCkzz
825406,Romeo Santos,True,5lwmRuXgjX8xIwlnauTZIP
966690,Metro Boomin,True,0iEtIxbK0KxaSlF7G42ZOp
353670,DJ Khaled,True,0QHgL1lAIqAw0HtD7YldmP
871338,Clean Bandit,True,6MDME20pz9RveH9rEXvrOM
964089,Zara Larsson,True,1Xylc3o4UrD53lo9CvFvVg
796562,Frank Ocean,True,2h93pZq0e7k5yf4dywlkpM
510,Green Day,True,7oPftvlwr6VrsViSDV7fJY
232732,Bob Marley & The Wailers,True,2QsynagSdAqZj3U9HgDzjD
1737262,Anne-Marie,True,
959374,Bebe Rexha,True,64M6ah0SkkRsnPGtGiRAbb
3113,Enrique Iglesias,True,7qG3b048QCHVRO5Pv1T5lw
191988,Tiësto,True,2o5jDhtHVPhrJdv3cEQ99Z
1489317,Lewis Capaldi,True,4GNC7GD6oZMSxPGyXy4MNB
191,Pink Floyd,True,0k17h0D3J5VfsdmQ1iZtE9
1318,Luis Miguel,True,
1116073,blackbear,True,2cFrymmkijnjDg9SS92EPM
1239664,Gunna,True,2hlmm7s2ICUX0LVIhVFlZQ
53808,Luis Fonsi,True,4V8Sr092TqfHkfAA5fXXqG
10910,Black Eyed Peas,True,1yxSLGMDHlW21z4YXirZDS
459158,Flo Rida,True,0jnsk9HBra6NMjO2oANoPY
1258878,Ty Dolla $ign,True,2hED6gNVoqGvmmX8i5dRoj
825,The Rolling Stones,True,22bE4uQ6baNwSHPVcDxLCe
54,Nirvana,True,6olE6TJLqED3rqDCT0FyPh
236,Elton John,True,3PhoLpVuITZKcymswpck5b
77944,Michael Bublé,True,1GxkXlMwML1oSg5eLPiAz3
167,JAY‐Z,True,3nFkdlSjzX9mRTtwJOzDYB
1480487,YoungBoy Never Broke Again,True,7wlFDEWiM5OoIAt8RSli8b
1798194,Lil Nas X,True,7jVv8c5Fj3E9VhNjxT4snq
1317190,Jonas Blue,True,1HBjj22wzbscIZ9sEb5dyf
1396704,BLACKPINK,True,41MozSoPIsD1dJM0CLPjZF
767971,"Tyler, the Creator",True,4V8LLVI7PbaPR0K2TGSxFF
1014605,Russ,True,1z7b1Pr1rSlvWRzsW3HOrS
1440,Guns N’ Roses,True,3qm84nBOXUEQ2vnTfUTTFC
299,Fleetwood Mac,True,08GQAI4eElDnROBrJRGE0X
812889,Bastille,True,7EQ0qTo7fWT7DPxmxtSYEc
791,Britney Spears,True,26dSoYclwsYLMAKD3tpOr4
830986,Machine Gun Kelly,True,6TIYQ3jFPwQSRmorSezPxX
680671,Childish Gambino,True,73sIBHcqh3Z3NyqHKZ7FOL
450754,Big Sean,True,0c173mlxpT3dSFRgMO8XPh
997433,SZA,True,7tYKF4w9nC0nq9CsPZTHyP
1241665,Alessia Cara,True,2wUjUUtkb5lvLKcGKsKqsR
998962,Anitta,True,7FNnA9vBm6EKceENgCGRMb
248354,Reik,True,0vR2qb8m9WHeZ5ByCbimq2
1752904,Olivia Rodrigo,True,1McMsnEElThX1knmY4oliG
638546,Skrillex,True,5he5w2lnU9x7JFhnwcekXX
988860,Lorde,True,163tK9Wjr9P9DmM0AVK7lm
11553,Usher,True,23zg3TcAtWQy7J6upgbUnj
1242195,$uicideboy$,True,1VPmR4DJC1PlOtd0IADAO0
956,David Bowie,True,0oSGxfWSnnOXhD2fKuz2Gy
541578,Kid Cudi,True,0fA0VVWsXO9YnASrzqfmYu
20544,50 Cent,True,3q7HBObVc0L8jNeTe5Gofh
22532,Gorillaz,True,3AA28KZvwAUcZuOKwyblJQ
1069478,Hozier,True,2FXC3k01G6Gw61bmprjgqS
757263,French Montana,True,6vXTefBL93Dj5IqAWq6OTv
771929,Camilo,True,28gNT5KBp7IjEOQoevXf9N
899493,Becky G,True,4obzFoKoKRHIphyHzJ35G3
898962,Tory Lanez,True,2jku7tDXc6XoB6MO2hFuqg
146720,The Killers,True,0C0XlULifJtAgn6ZNCW2eu
831916,Banda Sinaloense MS de Sergio Lizárraga,True,2C6i0I5RiGzDKN9IAF8reh
176,Foo Fighters,True,7jy3rLJdDQY21OgRLCZ9sD
241,blink‐182,True,6FBDaR13swtiWwGhX1WQsP
111,Mariah Carey,True,4iHNK0tOyZPYnBU7nGAgpQ
824188,Meek Mill,True,20sxb77xiYeusSH8cVdatc
501,Daft Punk,True,4tZwfgrHOc3mvqYlEYSvVi
197,U2,True,51Blml2LZPmy7TTiAg47vQ
176938,John Legend,True,5y2Xq6xcjJb2jVM54GHK3t
1140624,Rae Sremmurd,True,7iZtZyCzp3LItcw1wtPI3D
1131760,Meghan Trainor,True,6JL8zeS1NmiOftqZTRgdTz
388,Led Zeppelin,True,36QJpDe2go2KgaRleHCDTp
1603703,6ix9ine,True,7gZfnEnfiaHzxARJ2LeXrf
866593,Rita Ora,True,5CCwRZC6euC8Odo6y9X8jr
255180,Gucci Mane,True,13y7CgLHjMVRMDqxdx0Xdo
567175,Mumford & Sons,True,3gd8FJtBJtkRxdfbTu19U2
923313,The 1975,True,3mIj9lX2MWuHmhNCA7LSCW
1385354,Luke Combs,True,718COspgdWOnwOFpJHRZHS
1309563,Marília Mendonça,True,1yR65psqiazQpeM79CcGh8
1674209,Ava Max,True,4npEfmQ6YuiwW1GpUmaq3F
24227,Jack Johnson,True,3GBPw9NK25X1Wt2OUvOwY3
1533678,Manuel Turizo,True,0tmwSHipWxN12fsoLcFU3B
1744675,Roddy Ricch,True,757aE44tKEUQEqRuT6GnEB
9698,System of a Down,True,5eAWCfyUhZtHHtBdNk56l1
66,Radiohead,True,4Z8W4fKeB5YxbusRsdQVPb
1180312,Swae Lee,True,1zNqQNIdeOUZHb8zbZRFMX
1129211,Hailee Steinfeld,True,5p7f24Rk5HkUZsaS3BLG5F
2591,Muse,True,12Chz98pHFMPJEknJQMWvI
1279618,Bazzi,True,4GvEc3ANtPPjt1ZJllr5Zl
12640,The Notorious B.I.G.,True,5me0Irg2ANcsgc93uaYrpb
920582,The Neighbourhood,True,77SW9BnxLY8rJ0RciFqkHh
1539,Elvis Presley,True,43ZHCT0cAZBISjO8DG9PnE
177,Snoop Dogg,True,7hJcb9fa4alzcOq3EaNPoG
1085292,Jess Glynne,True,4ScCswdRlyA23odg9thgIO
1088095,Felix Jaehn,True,4bL2B6hmLlMWnUEZnorEtG
101,Frank Sinatra,True,1Mxqyy3pSjf8kZZL4QVxS0
1819344,Polo G,True,6AgTAQt8XS6jRWi4sX7w49
1424271,Joji,True,3MZsBdqDrRTJihTHQrO6Dq
1010888,Julia Michaels,True,0ZED1XzwlLHW4ZaG4lOT6m
273945,Paramore,True,74XFHRwlV6OrjEM0A2NCMF
1290933,Cheat Codes,True,7DMveApC7UnC2NPfPvlHSU
939032,Fifth Harmony,True,1l8Fu6IkuTP0U5QetQJ5Xt
859924,Disclosure,True,6nS5roXSAGhTGr34W6n7Et
803566,Troye Sivan,True,3WGpXCj9YhhfX11TToZcXP
20660,Oasis,True,2DaxqgrOhkeH0fpeiQq2f4
1374,Slipknot,True,05fG473iIaoy82BF1aGhL8
929657,Florida Georgia Line,True,3b8QkneNDz4JHKKKlLgYZg
495,Christina Aguilera,True,1l7ZsJRRS8wlW3WfJfPfNS
1669383,Jhay Cortez,True,0EFisYRi20PTADoJrifHrz
905024,Chance the Rapper,True,1anyVhU62p31KFi8MEzkbf
577669,Jorge & Mateus,True,1elUiq4X7pxej6FRlrEzjM
14423,Bon Jovi,True,58lV9VcRSjABbAbfWS6skp
120177,Don Omar,True,33ScadVnbm2X8kkUqOkC6Z
845770,The Lumineers,True,16oZKvXb6WkQlVAjwo2Wbg
106927,Kings of Leon,True,2qk9voo8llSGYcZ6xrBzKx
571280,Tame Impala,True,5INjqkS1o8h1imAzPqGZBb
1644516,Dalex,True,0KPX4Ucy9dk82uj4GpKesn
511819,Luke Bryan,True,0BvkDsjIUla7X0k6CSWh1I
934240,Tove Lo,True,4NHQUGzhtTLFvgF5SZesLK
24018,Alicia Keys,True,3DiDSECUqqY1AuBP8qtaIa
68173,Jason Mraz,True,4phGZZrJZRo4ElhRtViYdl
541443,The Script,True,3AQRLZ9PuTAozP28Skbq8V
1206587,6LACK,True,4IVAbR2w4JJNJDDRFP3E83
1855977,The Kid LAROI,True,2tIP7SsRs7vjIcLrU85W8J
647066,Glee Cast,True,0SCbttzoZTnLFebDYmAWCm
944543,Melanie Martinez,True,63yrD80RY3RNEM2YDpUpO8
516893,Florence + the Machine,True,1moxjboGR7GNWYIMWsRjgG
1637497,Paulo Londra,True,3vQ0GE3mI0dAaxIMYe5g7z
889440,Natti Natasha,True,1GDbiv3spRmZ1XdM1jQbT7
1519546,Lil Pump,True,3wyVrVrFCkukjdVIdirGVY
1167535,Justin Quiles,True,14zUHaJZo1mnYtn6IBRaRP
1022373,Galantis,True,4sTQVOfp9vEMCemLw50sbu
1638056,Megan thee Stallion,True,181bsRPaVXVlUKXrxwZfHK
452777,Five Finger Death Punch,True,5t28BP42x2axFnqOOMg3CM
813,Bruce Springsteen,True,3eqjTLE0HfPfh78zjh6TqT
12068,Nickelback,True,6deZN1bslXzeGvOLaLMOIF
1101110,Kehlani,True,0cGUm45nv7Z6M6qdXYQGTX
1918,Creedence Clearwater Revival,True,3IYUhFvPQItj6xySrBmZkd
805610,Alesso,True,4AVFqumd2ogHFlRbKIjp1t
304981,Ne‐Yo,True,21E3waRsmPlU7jZsS13rcj
89,Madonna,True,6tbjWDEIzxoDsBA1FuhfPW
1467864,Christian Nodal,True,0XwVARXT135rw8lyw1EeWP
163,2Pac,True,1ZwdS5xdxEREPySFridCfh
1425714,Piso 21,True,4bw2Am3p9ji3mYsXNXtQcd
754690,Niall Horan,True,1Hsdzj7Dlq2I7tHP7501T4
1269383,Bryson Tiller,True,2EMAnMvWE2eb56ToJVfCWs
979,Whitney Houston,True,6XpaIBNiVzIetEPCWDvAFP
1621012,Capital Bra,True,4WZGDpNwrC0vNQyl9QzF7d
1297224,Kane Brown,True,3oSJ7TBVCWMDMiYjXNiCKE
1254571,Playboi Carti,True,699OTQXzgjhIYAHMy9RyPD
34,Rammstein,True,6wWVKhxIU2cEi0K81v7HvP
1318006,Zé Neto & Cristiano,True,487N2T9nIPEHrlTZLL3SQs
910,ABBA,True,0LcJLqbBmaGUft1e9Mm8HV
804367,Gusttavo Lima,True,7MiDcPa6UiV3In7lIM71IN
1409564,NAV,True,7rkW85dBwwrJtlHRDkJDAC
734972,Labrinth,True,2feDdbD5araYcm6JhFHHw7
48734,My Chemical Romance,True,7FBcuc1gsnv6Y1nwFtNRCb
599382,YG,True,0A0FS04o6zMoto8OKPsDwY
895644,Thomas Rhett,True,6x2LnllRG5uGarZMsD4iO8
1030105,Henrique Albino,True,3p7PcrEHaaKLJnPUGOtRlT
1211210,Arcangelo,True,7CZfCnmFRBPanhnBO1ZdMq
713629,Alok,True,0NGAZxHanS9e0iNHpR8f2W
157343,Zion I,True,21451j1KhjAiaYKflxBjr1
347152,Jonas Brothers,True,7gOdHgIoIKoe4i9Tta6qdD
1137671,James Bay,True,4EzkuveR9pLvDVFNx6foYD
1503351,Morat,True,5C4PDR4LnhZTbVnKWXuDKD
244,Disturbed,True,3TOqt5oJwL9BE2NG9MEwDa
1079251,Lenny Tavárez,True,1pQWsZQehhS4wavwh7Fnxd
998861,Vance Joy,True,10exVja0key0uqUkk6LJRT
585303,Kevin Gates,True,1gPhS1zisyXr5dHTYZyiMe
856625,Ryan Lewis,True,4myTppRgh0rojLxx8RycOp
835335,Flume,True,6nxWCVXbOlEVRexSbLsTer
74202,Kelly Clarkson,True,3BmGtnKgCSGYIUhmivXKWX
157386,Wisin,True,3E6xrwgnVfYCrCs0ePERDz
514,Jennifer Lopez,True,2DlGxzQSjYe5N6G9nkYghR
47218,Avril Lavigne,True,0p4nmQO2msCgU4IF37Wi3j
1598431,Lil Skies,True,7d3WFRME3vBY2cgoP38RDo
481,Aerosmith,True,7Ey4PD4MYsKc5I2dolUwbH
281667,Bring Me the Horizon,True,1Ffb6ejR6Fe5IamqA5oRUF
29,Stevie Wonder,True,7guDJrEfX3qb6FEbdPA5qi
124098,Amy Winehouse,True,6Q192DXotxtaysaqNPy5yR
797262,Miguel,True,360IAlyVv4PCEVjgyMZrxK
202,Hans Zimmer,True,0YC192cP3KPCRWx8zr8MfZ
1697501,YNW Melly,True,1cNDP5yjU5vjeR8qMf4grg
38536,Alejandro Fernández,True,6sq1yF0OZEWA4xoXVKW1L9
1834232,Tones and I,True,2NjfBq1NflQcKSeiDooVjY
1195773,Fetty Wap,True,6PXS4YHDkKvl1wkIl4V8DL
39229,Sean Paul,True,3Isy6kedDrgPYoTS1dazA9
486,Backstreet Boys,True,5rSXSAkZ67PYJSvpUpkOr7
1285561,TWICE,True,7n2Ycct7Beij7Dj7meI4X0
554751,Kesha,True,6LqNN22kT3074XbTVUrhzX
1319,Maná,True,7okwEbXzyT2VffBmyQBWLz
1401175,Morgan Wallen,True,4oUHIQIBe0LHzYfvXNW4QM
624860,Jeremih,True,3KV3p5EY4AvKxOlhGHORLg
143296,Yandel,True,0eHQ9o50hj6ZDNBt6Ys1sD
373,Dr. Dre,True,6DPYiyq5kWVQS4RGwxzPC7
157342,Wisin & Yandel,True,1wZtkThiXbVNtj6hee6dz9
104857,Three Days Grace,True,2xiIXseIJcq3nG7C8fHeBj
498835,Steve Aoki,True,77AiFEVeAVj2ORpC85QVJs
262693,Jason Aldean,True,3FfvYsEGaIb52QPXhg4DcH
1511392,Why Don’t We,True,
1343626,Seeb,True,5iNrZmtVMtYev5M9yoWpEq
1016421,George Ezra,True,2ysnwxxNtSgbb9t1m2Ur4j
1055125,Dan + Shay,True,7z5WFjZAIYejWy0NI5lv4T
138,Billy Joel,True,6zFYqv1mOsgBRQbae3JJ9e
769821,Prince Royce,True,3MHaV05u0io8fQbZ2XPtlC
151,Phil Collins,True,4lxfqrEsLX6N1N4OCSkILp
190,Pearl Jam,True,1w5Kfo2jwwIPruYS2UWh56
163726,Akon,True,0z4gvV4rjIZ9wHck67ucSV
217006,Trey Songz,True,2iojnBLj0qIMiKPvVhLnsH
11386,Eagles,True,0ECwFtbIWEVNwjlrfc6xoL
387,Johnny Cash,True,6kACVPfCOnqzgfEF5ryl0x
754645,Jessie J,True,2gsggkzM5R49q6jpPvazou
1839407,Lil Tecca,True,4Ga1P7PMIsmqEZqhYZQgDo
1726000,Lil Mosey,True,5zctI4wO9XSKS8XwcnqEHk
1161927,Wesley Safadão,True,
629401,benny blanco,True,5CiGnKThu5ctn9pBxv7DGa
972540,Passenger,True,0gadJ2b9A4SKsB1RFkBb66
650387,Lin‐Manuel Miranda,True,4aXXDj9aZnlshx7mzj3W1N
881185,Lukas Graham,True,25u4wHJWxCA9vO0CzxAbK7
1364856,CNCO,True,0eecdvMrqBftK0M1VKhaF4
71902,Avenged Sevenfold,True,0nmQIMXWTXfhgOBdNzhGOs
368,The Offspring,True,5LfGQac0EIXyAN8aUwmNAQ
1560062,Nio García,True,5hdhHgpxyniooUiQVaPxQ0
1277539,Matheus Mota,True,2Z0lRIqr997lIUiPtrpKCr
112605,Mark Ronson,True,3hv9jJF3adDNsBSIQDqcjp
30696,The Strokes,True,0epOFNiUfyON9EYx7Tpr6V
1122478,Lizzo,True,56oDRnqbIiwx4mymNEv7dS
843338,2 Chainz,True,17lzZA2AlOHwCwFALHttmp
139,Céline Dion,True,4S9EykWXhStSc15wEx8QFK
1819690,Lil Tjay,True,6jGMq4yGs7aQzuGsMgVgZR
330,Ricky Martin,True,7slfeZO9LsJbWgpkIoXBUJ
727869,Foster the People,True,7gP3bB2nilZXLfPHJhMdvc
1331,Ricardo Arjona,True,0h1zs4CTlU9D2QtgPxptUD
9804,Train,True,3FUY2gzHeIiaesXtOAdB7A
17,Bob Dylan,True,74ASZWbe4lXaubB36ztrGX
786252,ScHoolboy Q,True,5IcR3N7QB1j6KBL8eImZ8m
799435,Pablo Alborán,True,5M9Bb4adKAgrOFOhc05Y50
618346,Rudimental,True,4WN5naL3ofxrVBgFpguzKo
1083137,Jul,True,3IW7ScrzXmPvZhB27hmfgy
1457971,H.E.R.,True,3Y7RZ31TRPVadSFVy1o8os
1851042,24kGoldn,True,6fWVd57NKTalqvmjRd2t8Z
847007,Pentatonix,True,26AHtbjWKiwYzsoGoUZq53
1684,Marc Anthony,True,4wLXwxDeWQ8mtUIRPxGiD6
212204,James Blunt,True,7KMqksf0UMdyA0UCf4R3ux
1104420,Macklemore & Ryan Lewis,True,5BcAKTbp20cv7tC5VqPFoC
51840,Armin van Buuren,True,0SfsnGyD8FpIN4U4WCkBZ5
57111,Aventura,True,1qto4hHid1P71emI6Fd8xi
1165290,Daniel Caesar,True,20wkVLutqVOYrc0kxFs7rA
1340731,Lil Yachty,True,6icQOAFXDZKsumw3YXyusw
10262,Alejandro Sanz,True,5sUrlPAHlS9NEirDB8SEbF
470713,Bon Iver,True,4LEiUm1SRbFMgfqnQTwUbQ
1141979,Sam Hunt,True,2kucQ9jQwuD8jWdtR9Ef38
754688,Liam Payne,True,5pUo3fmmHT8bhCyHE52hA6
233,Dire Straits,True,0WwSkZ7LtFUFjGjMZBMt6T
1063068,Offset,True,4DdkRBBYG6Yk9Ka8tdJ9BW
1670724,Duki,True,1bAftSH8umNcGZ0uyV7LMg
3031,Nelly,True,2gBjLmx6zQnFGQJCAQpRgw
857223,Jhené Aiko,True,5ZS223C6JyBfXasXxrRqOk
1063065,Quavo,True,0VRj0yCOv2FXJNP47XQnx5
379719,Zac Brown Band,True,6yJCxee7QumYr820xdIsjo
1351418,BROCKHAMPTON,True,1Bl6wpkWCQ4KVgnASpvzzA
156,Bryan Adams,True,3Z02hBLubJxuFJfhacLSDc
161309,Cartel de Santa,True,
1510605,Ski Mask the Slump God,True,2rhFzFmezpnW82MNqEKVry
42916,Blake Shelton,True,1UTPBmNbXNTittyMJrNkvw
1022186,PARTYNEXTDOOR,True,2HPaUgqeutzr3jx5a9WyDV
59036,The Black Keys,True,7mnBLXK823vNxN3UWB7Gfz
48183,Carlos Vives,True,4vhNDa5ycK0ST968ek7kRr
677828,Mike Posner,True,2KsP6tYLJlTBvSUxnwlVWa
1047489,The Vamps,True,7gAppWoH7pcYmphCVTXkzs
626805,R3HAB,True,6cEuCEZu7PAE9ZSzLLc2oQ
1697548,Don Toliver,True,4Gso3d4CscCijv0lmajZWs
698756,Charli XCX,True,25uiPmTg16RbhZWAqwLBy5
991,Bee Gees,True,1LZEQNv7sE11VDY3SdxQeN
1252793,Ninho,True,6Te49r3A6f5BiIgBRxH7FH
1473115,Dean Lewis,True,3QSQFmccmX81fWCUSPTS7y
822,The Police,True,5NGO30tJxFlKixkPSgXcFE
962,Marvin Gaye,True,3koiLjNrgRTNbOwViDipeA
795784,Birdy,True,2WX2uTcsvV5OnS0inACecP
1227339,ILLENIUM,True,45eNHdiiabvmbp4erw26rg
595413,Boyce Avenue,True,7CQwac16i1W5ej8YpuL3dv
1179459,Lost Frequencies,True,7f5Zgnp2spUuuzKplmRkt7
1947,Skillet,True,49bzE5vRBRIota4qeHtQM8
1689884,Danny Ocean,True,5H1nN1SzW0qNeUEZvuXjAj
10042,Iron Maiden,True,6mdiAmATAx73kdxrNrnlao
968752,Lil Durk,True,3hcs9uc56yIGFCSy9leWe7
1460651,Jack Harlow,True,2LIk90788K0zvyj2JJVwkJ
21916,Tim McGraw,True,6roFdX1y5BYSbp60OTJWMd
51876,Rise Against,True,6Wr3hh341P84m3EI8qdn9O
1317804,Maren Morris,True,6WY7D3jk8zTrHtmkqqo5GI
94,John Williams,True,3dRfiJ2650SZu6GbydcHNb
838293,A$AP Ferg,True,5dHt1vcEm9qb8fCyLcB3HL
44318,T.I.,True,4OBJLual30L7gRl5UkeRcT
608462,Carly Rae Jepsen,True,6sFIWsNpZYqfjUpaCgueju
928797,Bradley Cooper,True,4VIvfOurcf0vuLRxLkGnIG
48426,Juanes,True,0UWZUmn7sybxMCqrw9tGa7
1757,The Doors,True,22WZ7M8sxp5THdruNY3gXt
864994,Iggy Azalea,True,5yG7ZAZafVaAlMTeBybKAL
